latitude,longitude,spatial_block,NDVI,neighborhood_avg_ndvi,LST,rainfall_deficit,fire_risk_category
34.74908023769473,-116.6545940115822,SE,0.5389541724466932,0.4261882373823956,45.58018431927546,98.1459482301084,1
35.901428612819835,-116.40663720561726,NE,0.2534318172630997,0.5433101069851107,34.710093490945944,12.004885464890497,0
35.46398788362281,-117.499064202415,NW,0.673436738012889,0.5254984657089985,40.29748761141036,36.34947171806085,0
35.19731696839408,-116.750251800786,NE,0.5178697434415449,0.4162934178685128,32.20935234323246,116.05190197188762,0
34.31203728088487,-116.8565080337125,SE,0.24432233013417254,0.44769088652439404,37.64096817118827,79.30287805182296,0
34.31198904067241,-116.33433924642345,SE,0.7274028344887241,0.44931461599379763,29.536126247791323,139.1953592680567,0
34.1161672243364,-116.18782587903748,SE,0.46101927800119236,0.3493003007010158,28.43245255399247,64.31271125120314,0
35.73235229154987,-117.97568645704523,NW,0.193739071122993,0.4398135113104028,36.19043401274638,130.47185487208847,0
35.202230023486415,-116.65196016188241,NE,0.5260997426490404,0.4124484023634184,33.947630877151454,67.34331562173563,0
35.41614515559209,-117.89632840176054,NW,0.3019193442076861,0.37628586076273174,36.22701833619947,146.8872418052978,1
34.04116898859161,-116.90228266984529,SE,0.6322160711263815,0.479263814333535,28.026496276036646,143.9751572098315,0
35.93981970432399,-117.42473454191264,NW,0.6406932441397144,0.5424704854328457,30.274819290875868,49.37050583341205,0
35.664885281600846,-117.38644680095572,NW,0.7373684135127971,0.4745126131049765,22.34914289760946,132.8885505625205,0
34.42467822135655,-117.29408299309529,SW,0.4511217186147022,0.33325848670056624,21.46373842362176,127.1417061323474,0
34.3636499344142,-116.75741510190078,SE,0.42297412783664223,0.3937149879797583,27.096799630844455,31.602059599134424,0
34.36680901970687,-117.33190006866246,SW,0.6020853632678883,0.45676460328403934,22.07891206125528,93.64356011749045,0
34.60848448591908,-116.53460189881945,SE,0.22948239380515595,0.42756556862692185,22.90569184177274,10.902347338472229,0
35.049512863264475,-117.19094522885226,NW,0.47814930827587454,0.34646296459536646,42.76199535103024,125.50660808751924,1
34.86389003728423,-117.86329359938009,SW,0.4777485600785105,0.4968831945719455,21.0884635164673,26.18188252552448,0
34.58245828039608,-116.43248031503178,SE,0.2036838736862323,0.40692002958377305,38.450398230172794,10.622205207864678,0
35.22370578944476,-117.42848335081459,NW,0.40079045130414814,0.4539604153935768,27.631616966831213,60.03286433082168,0
34.278987721304084,-117.13446624080147,SW,0.6619708791403212,0.3358139253721593,44.40327905982754,86.53832078994652,0
34.584289297070434,-116.6291122335562,SE,0.6636921731967962,0.439943033069745,33.57978396816999,128.23754378396566,0
34.732723686587384,-117.33508768570258,SW,0.2095425989518086,0.4406279465318238,28.55614086117912,146.1363788282605,0
34.91213996843407,-117.88682868770657,SW,0.2044325296486985,0.41694524738386746,34.49389019930417,65.92387688547954,0
35.570351922786024,-117.25215790597437,NW,0.30761728620116113,0.4396609310904463,30.69482453326753,9.067038447790532,0
34.39934756431672,-116.11110283461139,SE,0.6748596375323961,0.41178823942278014,35.80042981075525,112.3673368538806,0
35.028468876827226,-116.71653120540289,NE,0.22734155104409937,0.3918762873751149,23.20692031313775,84.77598843359061,0
35.18482913772409,-116.65704170266558,NE,0.5819980815764677,0.40581126385860367,47.91573407875143,67.18370172666947,0
34.09290082544,-116.73543569272472,SE,0.2106993717678619,0.4961842176288294,31.915564575508093,46.39033181882845,0
35.215089703802875,-117.60201572208112,NW,0.5238827122486952,0.46643277367257746,29.750457911806322,75.35977917653035,0
34.34104824737458,-117.16333227179544,SW,0.36364037947148686,0.5128829044426422,39.88587575285541,50.80194066855464,0
34.13010318597056,-116.49812040327336,SE,0.6233483777795202,0.41332120719576854,30.18918338186931,113.55178016210404,0
35.897771074506664,-117.79725420489368,NW,0.29021426929521815,0.5022385977293166,43.331680540805216,81.58405447389616,0
35.93126406614912,-117.44429444782058,NW,0.5335210976339759,0.47903501756098965,32.71958028209191,131.52716612311679,0
35.61679469623292,-117.44736178306829,NW,0.29140952074553095,0.471330134388127,40.147635571432176,81.53158719741631,0
34.609227538346744,-117.13596214481099,SW,0.5781961698672923,0.45888151349114314,23.008690060372825,35.7393620009895,0
34.195344228012765,-116.03926251811563,SE,0.6742068207364492,0.33965489620477174,43.69133719554313,127.66378233482168,1
